"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
70.4148123427052,0.246060901420391,0.0134745312944381,18.2611844555927,1.68593839900089e-74,2.91026686435534e-70,"DISC1FP1"
65.5417638424456,-0.137389846781086,0.00885981692200337,-15.507075145072,3.1071358371825e-54,2.68176894107222e-50,"TOX-DT"
78.7256780897461,0.185196152076358,0.0122129581716838,15.1639061947942,6.13118070998099e-52,3.52788138052306e-48,"LINC01684"
25.2689860918236,0.237161355821924,0.0160660812015446,14.7616181473752,2.58991470851734e-49,1.11767769246066e-45,"LONRF3"
140.746636348508,-0.206800389951793,0.0143113251304393,-14.4501217089913,2.50243278748698e-47,8.63939895552006e-44,"EPHA4"
48.3281743759604,0.224937926601561,0.0160671783414483,13.9998400354648,1.56221965842566e-44,4.49450595729062e-41,"BEX5"
34.7215720564175,-0.216466689899415,0.016126777856455,-13.4228109189692,4.4452679025297e-41,1.09620306476383e-37,"CDCA7"
3.32094121216705,0.431355523424058,0.0321860953446463,13.4019215069469,5.8917743654433e-41,1.27129761370353e-37,"TCEAL2"
10.0750066621462,0.210318914965999,0.0158179365083064,13.2962295591182,2.43438223977104e-40,4.66914513588086e-37,"MYO6"
585.193732445863,0.0727516918932074,0.00550345822960553,13.2192684777444,6.79212925925442e-40,1.1724573527325e-36,"DLG2"
420.703038745131,-0.125283898169339,0.00952460604304057,-13.1537092036349,1.62026890662993e-39,2.54264380602236e-36,"TOX"
44.1970270228831,0.245654087920659,0.0186872170475159,13.1455682938789,1.80444720104963e-39,2.5956972987099e-36,"NEXMIF"
35.9713000259127,0.153437943489401,0.0117463090443246,13.0626516729983,5.38199279448049e-39,7.14645843217863e-36,"CDC14B"
65.8404146007255,-0.153770448822974,0.0119233310421033,-12.8966014849361,4.70388519562071e-38,5.79989044620034e-35,"MCTP1"
24.2267684408705,0.104312140543401,0.00820551712974195,12.712439556711,5.04360639351729e-37,5.80418223765969e-34,"ZNF662"
97.6853751248103,0.140133719679371,0.0110655215401473,12.6639959238203,9.36104309706034e-37,1.0099395371341e-33,"RADX"
997.084906683416,-0.169003898820528,0.0137411041004442,-12.2991498779974,9.1532408833526e-35,9.2943084781431e-32,"RGS1"
49.1391120105979,-0.178509353217806,0.0145232557407545,-12.2912765845526,1.00899914101356e-34,9.67630176232004e-32,"BCL11A"
514.469215152747,0.0863639443687436,0.00711007501465229,12.1466994638969,5.97284793244445e-34,5.42648952683453e-31,"CPQ"
149.162359069488,0.0978673497323172,0.00806061406188243,12.1414260726263,6.37059445617778e-34,5.49846007512704e-31,"ENSG00000291112"
398.76257569119,-0.108860007400855,0.00917160177902571,-11.8692470545117,1.70999680753746e-32,1.40561737579579e-29,"AFF3"
33.4198256407797,-0.345987451439191,0.0291669377832977,-11.862316641184,1.85763157009401e-32,1.45756528013468e-29,"IGF2BP3"
6.51720704094551,0.232096078013497,0.01965473823716,11.8086578011346,3.521376764751e-32,2.64286981361442e-29,"RAI2"
53.3142116925895,0.118293840874422,0.0100756678527953,11.7405458975708,7.89750318814207e-32,5.53708109678678e-29,"RGMB"
655.119073055565,0.0228145353588903,0.00194344015685808,11.7392528287437,8.01917665506138e-32,5.53708109678678e-29,"CBX5"
46.0667912149935,-0.133105601823831,0.0113521222928976,-11.7251733543346,9.47069584508263e-32,6.28781352606986e-29,"CASC15"
68.7090722626619,0.0624588445647521,0.00535177354738983,11.6706815061737,1.79975673931636e-31,1.15064447533626e-28,"AZIN2"
470.871016913655,-0.0899113605946595,0.00775685673459822,-11.5912106760493,4.56632036152119e-31,2.81513650287781e-28,"SMC4"
212.327980290788,-0.0970276674330961,0.00837319649610952,-11.5878885056834,4.74690440283277e-31,2.82555392419653e-28,"ENSG00000273118"
122.693991508462,0.107999769852272,0.00934670590126982,11.5548484132361,6.9770485143906e-31,4.01459371518035e-28,"TMEM220"
879.730604780054,0.0553494675195283,0.00481443850302054,11.4965571758373,1.37282745161958e-30,7.64443466769585e-28,"PRKN"
361.707167725917,0.11243548318759,0.00983206089160227,11.4355967103116,2.77621496016681e-30,1.49759445757498e-27,"RIC3"
2005.91889010846,0.0660469162975292,0.00578987249889228,11.4073179176511,3.84399754654533e-30,2.01076017116562e-27,"S100A4"
73.9711325997244,0.109981965453768,0.00966322890062997,11.3814923132575,5.17072612034211e-30,2.62520806733369e-27,"TRPC1"
10.4525968640344,0.162483422916213,0.0143076586602459,11.3563949752084,6.89307977658577e-30,3.3996669458121e-27,"CD40"
72.4293347063434,0.0988446323893297,0.00873881677875709,11.3109857880998,1.15781318323667e-29,5.55171421361984e-27,"ZSWIM5"
107.113253338806,0.0844128401154736,0.00749788246078801,11.2582239794943,2.10967532418885e-29,9.84249066112107e-27,"KIF21A"
49.2542727906402,-0.172131653037681,0.0152958503960398,-11.2534869641669,2.22613672797059e-29,1.01125189995338e-26,"ITGA1"
12.6687663006567,0.165268275670196,0.0147698062794901,11.1896034750093,4.58479345566909e-29,2.02930011876307e-26,"ENSG00000262714"
18.2029843698867,0.110128418151555,0.00986401336583274,11.1646663550782,6.0718742369536e-29,2.62031732695733e-26,"LTC4S"
49.1036575502235,-0.133243225838204,0.0119373352901366,-11.1618902041143,6.26452720745793e-29,2.63751874768631e-26,"SPON1"
262.139695863206,0.0295725827853979,0.00265131671894396,11.1539230956824,6.85173818167665e-29,2.81606439266911e-26,"TMEM192"
75.4603633646625,0.186083077685672,0.0167876253163708,11.0845384131971,1.49117524658561e-28,5.98620165268855e-26,"MID2"
40.8069990973653,0.157924937637683,0.0142864339881784,11.0541887337569,2.09219749555284e-28,8.20807117459845e-26,"ENSG00000261804"
616.14522213519,-0.116275364697336,0.0105220250982144,-11.0506640700817,2.17599257605818e-28,8.34710752175918e-26,"SOX4"
665.20430458324,-0.0966131094508302,0.0087621642840592,-11.0261695990563,2.85779145187487e-28,1.07241730526661e-25,"IKZF2"
4311.25143813382,-0.0260219876553711,0.00236126196449248,-11.0203730236955,3.04793362086309e-28,1.11943468432636e-25,"EPB41"
185.334734970423,-0.0917507252140612,0.00833085034651065,-11.0133685515658,3.29450836175524e-28,1.18478756959623e-25,"CD38"
168.035182458914,0.102711226622596,0.00933271658731708,11.0055015237662,3.5950996879378e-28,1.26650226149352e-25,"MMP28"
205.620443928659,-0.0887812665585522,0.00808511907387587,-10.9808236276218,4.7259518237034e-28,1.63158760761536e-25,"CR2"
12.4452004395448,0.143790275911315,0.0131091209436578,10.9687199110693,5.40319142001656e-28,1.8288213782809e-25,"CPEB1"
10.2144119256954,0.21322049228307,0.019465723771954,10.9536380347838,6.38313182329068e-28,2.11895426026238e-25,"ENSG00000237471"
244.627053907893,-0.150495325067851,0.0138008127277085,-10.9048161175099,1.09314060756325e-27,3.56033833353901e-25,"CR1"
3220.83213514152,-0.0469585267055333,0.00431225965275931,-10.8895406322497,1.29290761019746e-27,4.13299466059788e-25,"TAGLN2"
201.669268940326,0.133761168700505,0.0122931377546321,10.8809623198197,1.42055270647007e-27,4.45846923983389e-25,"NBPF15"
51.4048765159346,0.10891284155811,0.0100158504667843,10.874048281701,1.53246695044005e-27,4.64095517517475e-25,"PRDM5"
137.147102756116,0.0695909819034684,0.00639964238791685,10.8741985387907,1.52994427813826e-27,4.64095517517475e-25,"EVA1C"
60.5065794470905,-0.0913542754420518,0.00841612607607855,-10.8546704999716,1.89488964551244e-27,5.63958363117858e-25,"TCF4"
264.782939651944,-0.129981665567742,0.0120477461244862,-10.7888782038297,3.88502714450948e-27,1.13666675539869e-24,"PYHIN1"
362.894144172437,-0.0493237585760844,0.00457356499833294,-10.7845321087735,4.07310775141643e-27,1.17183310008251e-24,"MXD4"
114.925116860571,0.101206102454689,0.00943745044707045,10.7238817329213,7.86324299503322e-27,2.22516886197153e-24,"SUGCT"
10.8832451914338,0.166390074909943,0.0155292215631766,10.714643630592,8.6891245960009e-27,2.41922046413174e-24,"NAP1L2"
351.861784910358,0.0438574448346545,0.00410051148751664,10.6956034553668,1.06722665228318e-26,2.92420102725591e-24,"PLEKHB1"
96.8462370414808,0.0748557251422882,0.00701371004909435,10.6727715600325,1.36493212523811e-26,3.68147786654067e-24,"GABBR1"
837.303766734799,0.03451459259009,0.00326312788050882,10.5771498555883,3.80352597523484e-26,1.0100994674539e-23,"PURA"
7.62560745874383,0.18425896522046,0.0174517906358212,10.5581695921938,4.65653098477219e-26,1.21789451301724e-23,"SORCS3"
384.888710113672,-0.0441786802707194,0.00418891843739882,-10.5465601517305,5.26909723823567e-26,1.35753964964812e-23,"LRCH1"
43.4373555357026,0.0871856298427354,0.00828861022942496,10.5187271966562,7.08238391467667e-26,1.7978839872816e-23,"MALINC1"
70.5041289153916,0.0999631957745006,0.00955038711648223,10.4669260581053,1.2255831846319e-25,3.06608941059651e-23,"SLC22A17"
1019.62654571746,0.0390303985445219,0.00373599649054636,10.4471186317453,1.51044531189885e-25,3.72475813914255e-23,"PATJ"
18.6185521537431,0.110763643410596,0.0106191763965875,10.4305305114049,1.79881148842458e-25,4.37339210044861e-23,"CDC42BPB"
14.1212071000878,-0.150183016110615,0.0144043820922797,-10.4262033003907,1.88261082599955e-25,4.51355945533391e-23,"CCR9"
631.445320639539,-0.0273912273294715,0.00262870955874898,-10.4200280469582,2.00893946381202e-25,4.75045383894837e-23,"NCOA7"
143.940932145394,0.036263837887243,0.00348859636389379,10.3949652251449,2.613822728492e-25,6.09727134313904e-23,"IDNK"
625.638228109069,-0.0311061880552943,0.00300126801057185,-10.3643486505451,3.6020410194694e-25,8.29045761041078e-23,"VDAC1"
14.331836063171,0.155065925903775,0.0150523994979334,10.301741322044,6.91972077830379e-25,1.57168710625105e-22,"GPAT3"
47.2719244579614,-0.209399266690641,0.0203663640708654,-10.281622481167,8.52797309323628e-25,1.91181651344733e-22,"GZMK"
107.710846836041,0.0512473560787004,0.00499983791261735,10.2498034885041,1.18584380842444e-24,2.62436356679778e-22,"KANSL1L-AS1"
22.8507249671729,0.107300384322834,0.010475059084669,10.2434156652993,1.26683313071307e-24,2.76811056992012e-22,"ENSG00000254363"
26.6999497292672,-0.135776297867816,0.0132850790956807,-10.220209973154,1.60991774742855e-24,3.47380001951396e-22,"PALM2AKAP2"
420.960992290453,-0.0588754926109031,0.0057639544041812,-10.2144271939755,1.70885440409582e-24,3.6162964673942e-22,"B3GNT2"
1207.84120104677,-0.0286889552009469,0.00280881012161434,-10.2139176230461,1.71785604406398e-24,3.6162964673942e-22,"CD2AP"
2438.22108682827,-0.0421471240295027,0.00412781709742163,-10.2105115209269,1.77924353846952e-24,3.70039782663383e-22,"PLAC8"
132.818142883451,0.182305567415692,0.0178892997618808,10.1907603898592,2.18051941748979e-24,4.48096740294152e-22,"TSHZ2"
